,id,title,assignee,inventor,priority_date,filing_date,publication_date,grant_date,result_link,representative_figure_link,country,kind_code,abstract,cpc_1,cpc_2,cpc_3,cpc_1_num,cpc_2_num,cpc_3_num,file_grant_days,cpc_1_GHY
291,US11856546B2,Technologies for managing internal time synchronization ,Intel Corporation,['Kishore Kasichainula'],2018-09-28,2023-01-09,2023-12-26,2023-12-26,https://patents.google.com/patent/US11856546B2/en,https://patentimages.storage.googleapis.com/e1/cd/68/a104e66131ba80/US11856546-20231226-D00000.png,US,B2,"Technologies for managing internal time synchronization include an internet-of-things (IoT) device configured to determine a transport delay value as a function of a transmit path delay corresponding to a first message transmitted from an I/O device of the IoT device to a central timer of the IoT device and a receive path delay corresponding to a second message transmitted from the central timer to the I/O device. The IoT device is further configured to update, in response to having received a broadcast message from the central timer subsequent to having determined the transport delay value, a timestamp value of the received broadcast message as a function of the transport delay value. Other embodiments are described herein.","['F', 'G', 'Y']","['G06', 'F24', 'Y02']","['G06Q', 'G06F', 'F24S', 'Y02B']",3,3,4,351,0
292,US12004701B2,Cleaner ,Lg Electronics Inc.,"['Bohyun Nam', ' Namhee KIM', ' Jinju KIM', ' Hyeonjeong An', ' Jungbae HWANG']",2016-03-31,2023-02-16,2024-06-11,2024-06-11,https://patents.google.com/patent/US12004701B2/en,https://patentimages.storage.googleapis.com/52/4b/85/39a79deee5308a/US12004701-20240611-D00000.png,US,B2,"A cleaner includes a suction motor that generates suction force, a dust separation unit that is disposed under the suction motor and separates dust from air, a handle disposed behind the suction motor, and a battery disposed under the handle and behind the dust separation unit to supply power to the suction motor.","['H', 'Y']","['H01', 'Y02']","['H01L', 'Y02E']",2,2,2,481,0
293,US11879141B2,Nucleic acid molecules encoding clostridium histolyticum collagenase II and methods of producing the same ,Endo Global Ventures,['Wayne K. Herber'],2012-01-12,2023-06-28,2024-01-23,2024-01-23,https://patents.google.com/patent/US11879141B2/en,https://patentimages.storage.googleapis.com/26/1e/46/b19112a807c0b3/US11879141-20240123-D00001.png,US,B2,"The invention relates to recombinant nucleic acid and polypeptides encoding collagenase I and collagenase II, methods for the preparation thereof and methods for the use thereof. The invention also encompasses methods related to releasing a composition comprising collagenase prior to therapeutic administration.","['H', 'Y']","['H01', 'Y02']","['H01L', 'Y02E']",2,2,2,209,0
294,US11968430B2,Remote control having hotkeys with dynamically assigned functions ,"Hisense Visual Technology Co., Ltd.","['Sanjiv Sirpal', ' Mohammed Selim']",2012-06-14,2023-10-19,2024-04-23,2024-04-23,https://patents.google.com/patent/US11968430B2/en,https://patentimages.storage.googleapis.com/d8/04/bf/537b884ff67916/US11968430-20240423-D00000.png,US,B2,An intelligent television system provides an operating system and an application framework for controlling a user interface to handle user input events from a handheld remote control. The remote control includes color keys that are configured for triggering different functions in different application panels displayed on the television.,"['H', 'Y']","['H01', 'Y02']","['H01L', 'Y02E']",2,2,2,187,0
295,US11823249B2,Providing gesture functionality ,Ebay Inc.,"['Ryan Melcher', ' Dane Howard']",2009-02-24,2023-03-08,2023-11-21,2023-11-21,https://patents.google.com/patent/US11823249B2/en,https://patentimages.storage.googleapis.com/fe/19/16/e72b953816c8e0/US11823249-20231121-D00000.png,US,B2,"Gesture functionality is provided in a computing environment. In example embodiments, a gesture input is received. A style difference is identified between a known gesture input of a set of known gesture inputs and the received gesture input. The set of known gesture inputs is caused to be modified to include the style difference by updating a database that stores the set of known gesture inputs.","['C', 'G', 'H', 'Y']","['C25', 'G21', 'H01', 'H02', 'H05', 'Y02']","['C25B', 'G21B', 'H01L', 'H02S', 'H05H', 'Y02E']",4,6,6,258,1
296,US11842044B2,Keyboard management user interfaces ,Apple Inc.,"['Botao Zhu', ' Karan Misra', ' Chun Kin Minor Wong']",2019-06-01,2023-01-12,2023-12-12,2023-12-12,https://patents.google.com/patent/US11842044B2/en,https://patentimages.storage.googleapis.com/a6/c5/22/c2da739f7abc66/US11842044-20231212-D00000.png,US,B2,"The present disclosure relates to user interfaces for receiving handwriting input, accessing predictive text candidates, and accessing keyboards.","['B', 'H', 'Y']","['B60', 'H02', 'Y02']","['B60L', 'H02J', 'B60Y', 'Y02E', 'Y02T']",3,3,5,334,0
297,US11915387B2,Crop yield prediction at field-level and pixel-level ,Mineral Earth Sciences Llc,"['Cheng-en Guo', ' Wilson Zhao', ' Jie Yang', ' Zhiqiang YUAN']",2018-10-19,2023-04-21,2024-02-27,2024-02-27,https://patents.google.com/patent/US11915387B2/en,https://patentimages.storage.googleapis.com/5d/d6/b3/8dcb05d9e8fce7/US11915387-20240227-D00000.png,US,B2,"Implementations relate to crop yield prediction at the field- and pixel-level. In various implementations, a first temporal sequence of high-elevation digital images may be obtained that capture a first geographic area and are acquired over a first predetermined time interval while the first geographic area includes a particular crop. A first plurality of other data points may also be obtained that influence a ground truth crop yield of the first geographic area after the first predetermined time interval. The first plurality of other data points may be grouped into temporal chunks corresponding temporally with respective images of the first temporal sequence. The first temporal sequence and the temporal chunks of the first plurality of other data points may be applied, e.g., iteratively, as input across a machine learning model to estimate a crop yield of the first geographic area at the end of the first predetermined time interval.","['H', 'Y']","['H02', 'Y02']","['H02J', 'H02M', 'H02S', 'Y02E']",2,2,4,312,0
298,US11892626B2,Measurement method and system ,Google Llc,['Eric Teller'],2011-11-09,2023-01-10,2024-02-06,2024-02-06,https://patents.google.com/patent/US11892626B2/en,https://patentimages.storage.googleapis.com/c6/b8/1a/54213f79450fdc/US11892626-20240206-D00000.png,US,B2,"Methods and systems for determining an individual gaze value are disclosed herein. An exemplary method involves: (a) receiving gaze data for a first wearable computing device, wherein the gaze data is indicative of a wearer-view associated with the first wearable computing device, and wherein the first wearable computing device is associated with a first user-account; (b) analyzing the gaze data from the first wearable computing device to detect one or more occurrences of one or more advertisement spaces in the gaze data; (c) based at least in part on the one or more detected advertisement-space occurrences, determining an individual gaze value for the first user-account; and (d) sending a gaze-value indication, wherein the gaze-value indication indicates the individual gaze value for the first user-account.","['H', 'Y']","['H02', 'Y02']","['H02M', 'H02J', 'Y02E']",2,2,3,392,0
299,US11997861B2,"Light-emitting element with fluorescent material, display device, electronic device, and lighting device ","Semiconductor Energy Laboratory Co., Ltd.","['Satoshi Seo', ' Nobuharu Ohsawa', ' Shunsuke Hosoumi', ' Takahiro Ishisone']",2014-08-29,2023-01-23,2024-05-28,2024-05-28,https://patents.google.com/patent/US11997861B2/en,https://patentimages.storage.googleapis.com/7b/46/8d/0f314e8307bbbd/US11997861-20240528-D00000.png,US,B2,A light-emitting element having high emission efficiency which includes a fluorescent material as a light-emitting substance is provided. A light-emitting element includes a pair of electrodes and an EL layer between the pair of electrodes. The EL layer includes a light-emitting layer. The light-emitting layer includes a host material and a guest material. The host material has a difference of more than 0 eV and less than or equal to 0.2 eV between a singlet excitation energy level and a triplet excitation energy level. The guest material is capable of emitting fluorescence. The triplet excitation energy level of the host material is higher than a triplet excitation energy level of the guest material.,"['G', 'H', 'Y']","['G06', 'H02', 'G05', 'Y02', 'Y04']","['G06F', 'H02J', 'G05B', 'Y02B', 'Y02D', 'Y02E', 'Y04S']",3,5,7,491,1
300,US11992277B2,Medical user interfaces and related methods of use ,"Boston Scientific Scimed, Inc.","['Timothy P. Harrah', ' Christopher L. Oskin', ' Derrick LENZ', ' Arpita Banerjee', ' Sandesh GAVADE', ' Pavan MISRA', ' Abhijit Takale']",2016-01-29,2023-04-28,2024-05-28,2024-05-28,https://patents.google.com/patent/US11992277B2/en,https://patentimages.storage.googleapis.com/8a/fb/d1/30d3068c08a5b0/US11992277-20240528-D00000.png,US,B2,"A medical system for use in a lithotripsy procedure may include a processor configured to receive input from a first imaging device, wherein the first imaging device may be configured to send image data representative of an image captured in a lumen of a kidney, bladder, or ureter to the processor. The processor may be configured to display the image on a display device coupled to the processor, and analyze the image to sense the presence of an object within the image. If an object was sensed within the image, the processor may analyze the image to estimate a size of the object, and display the estimate on the display device.","['B', 'G', 'H', 'Y']","['B60', 'G01', 'G08', 'H01', 'H02', 'H05', 'Y02']","['B60L', 'B60M', 'B60W', 'G01R', 'G08B', 'H01F', 'H02J', 'H02M', 'H05K', 'Y02T']",4,7,10,396,1
